1.974839553995008323e+00,2.968299576879160462e+00,1.000000000000000000e+00
-1.400608980574657991e-01,-2.131299667075300164e+00,0.000000000000000000e+00
-7.064347467681502124e-01,2.781245804098895213e-01,1.000000000000000000e+00
-2.727872198433902717e-01,-1.902422474584127388e+00,0.000000000000000000e+00
-2.031350029339318297e+00,1.826265545757148168e+00,1.000000000000000000e+00
-2.774757859679048089e+00,-1.446965581623564923e-01,1.000000000000000000e+00
-2.516934488715906415e+00,1.115278953165478981e+00,1.000000000000000000e+00
1.481620903071817708e+00,2.414825833280449530e+00,0.000000000000000000e+00
1.942991643039629679e+00,-2.067626267526258221e+00,0.000000000000000000e+00
2.539627576854712743e-01,6.502591274734408344e-01,1.000000000000000000e+00
-2.128451062303779118e+00,-2.682357828817444556e+00,1.000000000000000000e+00
-9.728178330974048826e-01,1.438261774181825103e+00,0.000000000000000000e+00
5.263271922985688356e-01,-2.307659533273413999e-01,1.000000000000000000e+00
-2.913008050764693824e+00,1.766775002423066177e+00,1.000000000000000000e+00
1.566162014736694807e+00,7.945361107243091858e-01,0.000000000000000000e+00
2.097237687213451274e+00,6.366823783410091586e-01,1.000000000000000000e+00
-1.404145251904933112e+00,-1.343030188837915473e+00,0.000000000000000000e+00
1.282029533505365748e+00,2.135987543667495991e+00,1.000000000000000000e+00
-2.391174948174779047e+00,-1.141870044082953894e+00,1.000000000000000000e+00
1.978768029218413105e+00,-1.880794655778841751e+00,1.000000000000000000e+00
-2.378021336422740717e+00,-2.980997777798235493e+00,0.000000000000000000e+00
-4.979252757554419873e-01,-1.404042122502718426e+00,0.000000000000000000e+00
-2.710089166377056102e+00,-2.048214049178304297e+00,1.000000000000000000e+00
-2.949165743252653016e-01,-2.346964594586308905e+00,1.000000000000000000e+00
7.506654011572599927e-01,1.685325301258560948e+00,0.000000000000000000e+00
-1.624229652883162567e+00,-1.022746311515353224e+00,0.000000000000000000e+00
-2.444661023557473278e+00,1.797206499719353090e+00,0.000000000000000000e+00
-2.117171253757278215e+00,2.825244475027588464e+00,1.000000000000000000e+00
-1.480274798872256214e+00,-6.789109111250697381e-01,0.000000000000000000e+00
2.720146872500099455e+00,-1.023067667152521176e+00,0.000000000000000000e+00
2.360295287589007529e+00,8.590708944514240386e-01,1.000000000000000000e+00
2.892111474313903585e+00,-2.463582779748119123e-01,0.000000000000000000e+00
2.612719147289704225e+00,1.590313781394600667e+00,0.000000000000000000e+00
2.964540462365026663e+00,-2.329911298145209031e+00,0.000000000000000000e+00
